"nome","id","arquivo_gif","hash_gif","status_fonte"
"Super-homem","media_bdb2c36c305132520848","gifs/Exercícios sem marca d'água/Advasana l postura de cadáver reversa - Super-homem.gif","970cc81d9bce2c3ef1095443d2511c88f332ccc66e027bdb2870ef71add09ac7","MIGRADO_FONTE_REVISADA"
"Agachamento com salto","media_18470f2c32d3b7a61a9d","gifs/Wrist circles alongamento.gif","066913b4b081da3c36aaf1ab772476a22836fcee7b9b13edf4f88638b6e2fe9c","SEM_FONTE_REVISADA"
"Agachamento com salto","media_2aa40389276b9b58f83f","gifs/Exercícios sem marca d'água/Agachamento com salto.gif","5ec03769bb6dee4731467b3a64f02b418009e48a17b42f942f5da72671c49a1e","MIGRADO_FONTE_REVISADA"
"Avanço reverso com halteres","media_184795bc4d3432403a0c","gifs/Exercícios sem marca d'água/Avanço traseira com halteres.gif","2b45c57874b7d39e750a453f7b023cdbe5a0bcad5ea0999294c7cfb631af5d87","MIGRADO_FONTE_REVISADA"
"Avanço reverso com halteres","media_53616f31faba330535bc","gifs/perna/Avanço traseira com halteres.gif","a5266133d93eca260119be5db2221af6f337eb2f38dd404e74ebf6e3edd6fa0e","SEM_FONTE_REVISADA"
"Supino em pé com elástico","media_1ad5949473a4fbdf2164","gifs/Exercícios sem marca d'água/Elástico em pé no peito.gif","3eec1444e6a4224da7092f4aee3675daf713b82a036e27040a563099b1a07076","MIGRADO_FONTE_REVISADA"
"Supino em pé com elástico","media_518ccd373cc5065584c0","gifs/peitoral/Supino em pé com elástico.gif","938ed175dbcfcc0d987607e234dd164352eaeeb01f00e1128621ab51208eabd3","SEM_FONTE_REVISADA"
"Abdominal bicicleta","media_1b5bc484b4df28642408","gifs/abdominais/Crunch com elevação da perna - Variação 4.gif","a881dfad2ea1e29f5fe771a154b24392d686b997b75a1f6daf6ad6166ff68b61","SEM_FONTE_REVISADA"
"Abdominal bicicleta","media_3a5e94dc465ccc26b77e","gifs/Exercícios sem marca d'água/Abdominal bicicleta.gif","ba7fb81d5aeaa07b3ad2aacb14869796055a58788249cb7f5086286b00004003","MIGRADO_FONTE_REVISADA"
"Abdominal ajoelhado na polia","media_1b838128b9afdaab51f8","gifs/abdominais/Ajoelhado, trituração de cabo.gif","82e42823a1f0fffccd673d7c176442f087a3789236bdf7f9fdb79ab86e543f9f","SEM_FONTE_REVISADA"
"Abdominal ajoelhado na polia","media_f075e92677cc4673279e","gifs/Exercícios sem marca d'água/Ajoelhado, trituração de cabo.gif","dd7785322196bc54814aaad5579cb10d50d69581a0dacc9ac5fc30dfbd2a8640","MIGRADO_FONTE_REVISADA"
"Supino inclinado com halteres","media_1b95a3001e3ee0074fc5","gifs/peitoral/Supino inclinado com halteres.gif","d5cbf27d2c1a965c1b412c8e8b510322cf95f7ed63b1febaf459d1c26aadc62e","SEM_FONTE_REVISADA"
"Supino inclinado com halteres","media_244770688862614a2093","gifs/Exercícios sem marca d'água/Supino inclinado com halteres.gif","f0d5f1848d99be99bda29db6b8b4c6781af51355a92d44f32999e7dfad90dd15","MIGRADO_FONTE_REVISADA"
"Desenvolvimento cubano sentado com halteres","media_2052816ce53bf20adbef","gifs/ombros/Remada alta com halteres - Variação 5.gif","3768549975cf1e5efbcf6d4148ca24fdf529299a7fb097db8e6b36b16ce9206c","SEM_FONTE_REVISADA"
"Desenvolvimento cubano sentado com halteres","media_6920eb862729677485cc","gifs/Exercícios sem marca d'água/Imprensa cubana sentada com halteres.gif","db99b0d3584eda02d57ffe873346a951e8e5d882ecd29cbd8ab5b330b912ad4f","MIGRADO_FONTE_REVISADA"
"Rosca direta com barra","media_215d7e071a7a86cd3084","gifs/biceps/Com barra alternate biceps rosca - Variação 4.gif","10ec5df793578abd7f3a25d2e98ffcaa5a154e4f80955ca0e1b537bdc5e03f38","SEM_FONTE_REVISADA"
"Rosca direta com barra","media_b880c806fc403eeaa508","gifs/Exercícios sem marca d'água/Rosca direta com barra.gif","da5c78940d741d5573624f6a341e8c8d6e1680625b595dddcde0c5beb74d165e","MIGRADO_FONTE_REVISADA"
"Avanço com halteres","media_21cfa5624897819f6a28","gifs/perna/Alongamento de avanço lateral.gif","e0f891eae2db4d0dd469d8577417a02128bb0e13a64f9acc4ff6fb26ff610dfb","SEM_FONTE_REVISADA"
"Avanço com halteres","media_b9bc429a3370c748bafe","gifs/Exercícios sem marca d'água/Avanço com halteres.gif","21442eff226f48095ceceb0a0451b17f04c37633d760ec28b040933f7abe9740","MIGRADO_FONTE_REVISADA"
"Escada ergométrica","media_22620fa426bc238ef5a2","gifs/Exercícios sem marca d'água/Máquina para escalar escadas.gif","a86735516b5a0366ece18ba344b9f6dd705766f0500527dcbdf7c5c21770aa67","MIGRADO_FONTE_REVISADA"
"Escada ergométrica","media_fdd2e7b062d30afc55b3","gifs/cardio/Simulador de escada.gif","b430f5ee458f8b4d145cf5bc091b19a50aece00505042ecb47b34f63ac0701a2","SEM_FONTE_REVISADA"
"Remada invertida","media_22f0c0c35d00a2c21360","gifs/costas/Remada invertida.gif","a73bbd1bb44a60e23b65841ec2bb623d9664908401426c74586f894c7d09730e","SEM_FONTE_REVISADA"
"Remada invertida","media_88705ad1ef0e1ab140ba","gifs/Exercícios sem marca d'água/Remada invertida.gif","1f484d5d5f317188f45ae62645d8dc9df4b33ed05e09e374229751ad82aaa46f","MIGRADO_FONTE_REVISADA"
"Elevação lateral na máquina","media_24e4a6315b1cf32fe07d","gifs/Exercícios sem marca d'água/Elevação lateral na máquina.gif","252ce35ce62db6767a3483ffce0c01161c521523be57cfc4f90685d079eb1ba2","MIGRADO_FONTE_REVISADA"
"Elevação lateral na máquina","media_8dd3a39236ffa91bc781","gifs/ombros/Máquina de elevação lateral.gif","f26b629e189207fbdd4ab10722aa34ce07f601ea03e654828d42ee54984018f9","SEM_FONTE_REVISADA"
"Abdominal completo","media_268cab95eea048617e6e","gifs/Exercícios sem marca d'água/Abdominal.gif","db72692bdfc8895305cf7b9dd11a5c174bf77bb0b57d6b42fb3c17a61cea951d","MIGRADO_FONTE_REVISADA"
"Abdominal completo","media_97ea713b7d2c43ae5210","gifs/abdominais/Crunch com elevação da perna.gif","60d2a52e5a4ffac472f5c974fd251a24697f7b1af503837faccbfae623cef944","SEM_FONTE_REVISADA"
"Abdominal canivete","media_26d8b89e775757f14d62","gifs/abdominais/Abdominal cruzada.gif","dba374bc5ce1ba06105a725abaa6fd0a1daa99601e1d30bdbfb80335ab360917","SEM_FONTE_REVISADA"
"Abdominal canivete","media_e94b760d6d4baa0f694b","gifs/Exercícios sem marca d'água/Abdominais canivetes.gif","67a6451a0152babf1f98363b2fd7ac837691e051e4321d7b7c17a00a6c8dadd6","MIGRADO_FONTE_REVISADA"
"Tríceps testa com barra","media_29d92338bd5c839be1c2","gifs/tríceps/Em pé com barra extensão de tríceps.gif","fc25f880f581566f87736d9250fd127da4f009e2cc20ce2546a1d9c44098a234","SEM_FONTE_REVISADA"
"Tríceps testa com barra","media_73f014adea062cb63c99","gifs/Exercícios sem marca d'água/Barra deitada atrás da cabeça, extensão de tríceps.gif","7772135e27ad0dec6c280b55558297fef928724c03f83303ff8408572b43b3e5","MIGRADO_FONTE_REVISADA"
"Levantamento terra com barra","media_29f0836044974a2635d9","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/030_levantamento_terra.gif","fef26a2dfec656db6658fa809de5bbb660aec1276997a0f82f452ba5afbacc66","MIGRADO_FONTE_REVISADA"
"Levantamento terra com barra","media_4f0b1b4f4222c7239f1f","gifs/perna/Levantamento terra.gif","270f9ee23406e4638ff7522b2c06b101f2ac527c2b6f66e2bb2760d45d3cde26","SEM_FONTE_REVISADA"
"Supino com pegada fechada","media_2a19365360e67c7c55e9","gifs/Exercícios sem marca d'água/Supino com pegada fechada.gif","593a1d7635147257857d8eec1c5bc2fb96426f463549ac8dca2ee68c02000736","MIGRADO_FONTE_REVISADA"
"Supino com pegada fechada","media_a58a3a28e9b6ff18adb2","gifs/tríceps/Supino com pegada fechada.gif","2b56ff1496793d6bf9ef360f420f1841f16a6ace5fd4d3f595df56d26673c1f7","SEM_FONTE_REVISADA"
"Mergulho de tríceps nas paralelas","media_2a1ff9a51c0cacc8f998","gifs/tríceps/Mergulhos de tríceps.gif","cd66eb0e3514936d45bb0f6caff45a400c98a085909aab5722ebc278e57a37a7","SEM_FONTE_REVISADA"
"Mergulho de tríceps nas paralelas","media_504dcebcc77dc9dc3bb1","gifs/Exercícios sem marca d'água/Mergulhos de tríceps.gif","895db742680ccd67985103e9cbf76008f897f9c465d2c65313d486b1614136e6","MIGRADO_FONTE_REVISADA"
"Crucifixo inclinado com halteres","media_2c6aecde2c95ce11e1f1","gifs/Exercícios sem marca d'água/Crucifixo inclinada com halteres.gif","155c3f7a17740e0fe28fa0ee1ee27d150a6efdd201227952c05f5b03de9eb59c","MIGRADO_FONTE_REVISADA"
"Crucifixo inclinado com halteres","media_a96b4103cf30417948f9","gifs/peitoral/Lever inclinado hammer supino.gif","01bee98a160cba98bb4def62203a2833086ed5c444a95979065c75a4a2005e46","SEM_FONTE_REVISADA"
"Flexão de joelhos ajoelhado na máquina","media_2f144a2ee74fb0466828","gifs/Exercícios sem marca d'água/Máquina ajoelhada flexão de perna.gif","f1707a71b4048523608fbb7c447d80f2b7416f1ae155243951c8f4c13ad451b1","MIGRADO_FONTE_REVISADA"
"Flexão de joelhos ajoelhado na máquina","media_79eda1f83b8b3cb5c4f1","gifs/perna/Alavanca ajoelhada flexão de perna.gif","aed769a7f90f695efabe797342fc4495a8efcca64787c6572520170c6af69b01","SEM_FONTE_REVISADA"
"Levantamento terra romeno com halteres","media_3062b485270585a01162","gifs/Exercícios sem marca d'água/Levantamento terra romeno com halteres.gif","16dbdeda96ec9ff6415ccb75f22bf449776e5f82f1409aa08189ea465b5ea7c3","MIGRADO_FONTE_REVISADA"
"Levantamento terra romeno com halteres","media_8508fd55c25cc78a6d6f","gifs/perna/Levantamento terra com halteres e perna reta.gif","1df819f6fa598ad6796d892aac62351e5479191fbbb641523fe6aa1f7802bb1c","SEM_FONTE_REVISADA"
"Extensão de tríceps acima da cabeça na polia","media_30668254aec6895ee7f3","gifs/Exercícios sem marca d'água/Extensão de tríceps acima da polia alta.gif","c89e0c137f425593968d2bcf7b5467cb7ef968edd8eb1bcc3bd158e958dd6fcc","MIGRADO_FONTE_REVISADA"
"Extensão de tríceps acima da cabeça na polia","media_45d976bdfc586c4e200c","gifs/tríceps/Na polia deitado extensão de tríceps.gif","979e36d2227117fce4f460bdebc9809c59d84c117fb516cf5a47e0da305cb726","SEM_FONTE_REVISADA"
"Desenvolvimento com barra sentado","media_30a01fe445607e39f555","gifs/Exercícios sem marca d'água/Desenvolvimento de ombros com barra.gif","12fdae9345ff502e8a468be76f77e93b2c12caeabbfabd0c84333824190526c8","MIGRADO_FONTE_REVISADA"
"Desenvolvimento com barra sentado","media_63f51b37a61a47d9965c","gifs/ombros/Press de ombro com barra.gif","f7fb567273d8c3ef49810e34dd137be666ecaf065837a1ff92c5650824ad9e1a","SEM_FONTE_REVISADA"
"Desenvolvimento alternado com halteres em pé","media_30c91e25d5f6dc810edf","gifs/ombros/Elevação frontal da placa de peso - Variação 6.gif","c222f9ff6a11615f0524a6d16423a1735fc15b5288bd079535626f781e1c6ca7","SEM_FONTE_REVISADA"
"Desenvolvimento alternado com halteres em pé","media_f86a0c1ca1e275ae71f5","gifs/Exercícios sem marca d'água/Supino alternado com halteres em pé.gif","820cb21196d2201ae4efe7c143aa3c6934d9c35f17dfe59372a65fbef4dfe19b","MIGRADO_FONTE_REVISADA"
"Crucifixo declinado com halteres","media_32efff8a44da2bda6a3c","gifs/Exercícios sem marca d'água/Recusar crucifixo com halteres.gif","d032c174607575f364931eec70c9bdbc7dffaf2225351315a5a098fd5532f0f3","MIGRADO_FONTE_REVISADA"
"Crucifixo declinado com halteres","media_bf8249c0f027460a1902","gifs/peitoral/Crucifixo declinado com halteres.gif","1e5ca01cb51a28e43120f38bbbceb44a76d345dd05031b765ab7d8ae1f872384","SEM_FONTE_REVISADA"
"Agachamento sumô com halteres","media_3511fc464b06ab0e6070","gifs/Exercícios sem marca d'água/Agachamento sumô com halteres.gif","40c39b9b4cc07bc558f7592a712c06a5390c81f2edabc424ee50f972ee42461d","MIGRADO_FONTE_REVISADA"
"Agachamento sumô com halteres","media_c263183525f85610dd12","gifs/perna/Alongamento de isquiotibiais sentado.gif","c81efaf240c57b85ebba5f4145bf5773941f6410916dbea77909f77410c05f66","SEM_FONTE_REVISADA"
"Avanço com barra","media_3604155c790e7773dad9","gifs/perna/Avanço lateral com barra.gif","9b6dce4ede122e0495475703ec155b1ed70664a58ca447fcdf3ecbd243c26301","SEM_FONTE_REVISADA"
"Avanço com barra","media_86056df84075f61cb215","gifs/Exercícios sem marca d'água/Avanço com barra.gif","0dd56ebeed3f954b93a2a275959e777d44db4010335c8daa8fa418e005c5cfeb","MIGRADO_FONTE_REVISADA"
"Avanço com barra","media_b7f96901b8ff4ca51a65","gifs/Avanço com barra - Passada com barra.gif","9b6dce4ede122e0495475703ec155b1ed70664a58ca447fcdf3ecbd243c26301","SEM_FONTE_REVISADA"
"Supino inclinado com barra","media_377beaa114d62af4723e","gifs/peitoral/Supino inclinado com barra.gif","d6c65746d63aa6f12370d3adf48de0ac5358862563a686939c90d4272acdcf1f","SEM_FONTE_REVISADA"
"Supino inclinado com barra","media_7bf71653cc625df900ac","gifs/Exercícios sem marca d'água/Supino inclinado com barra.gif","35b698e8a43d5d0d1f8844613b7ce37681036beeb13af9ce4c990edd674cfd33","MIGRADO_FONTE_REVISADA"
"Abdominal canivete cruzado","media_3854feeffe6d9766afb6","gifs/abdominais/Abdominal - Variação 5.gif","bf322f6e1fef7a48ff0ea8cb18a30afe1329da8171a39bd77b4bd64c7faebc61","SEM_FONTE_REVISADA"
"Abdominal canivete cruzado","media_58c1d09f80ca964035e3","gifs/Exercícios sem marca d'água/Não cruze, sente-se.gif","ee11e3dfa05189cd4b7d4a84bf6108b35e95c6fff7dda4d07c2611c025d07df6","MIGRADO_FONTE_REVISADA"
"Abdominal sentado no banco com joelhos ao peito","media_3a8f978b55666bbe6872","gifs/abdominais/Perna sentada no banco puxada para dentro.gif","36ea52802bbee4ff3be01553e4dae71d7793071afa22af25e817ff8d451ed917","SEM_FONTE_REVISADA"
"Abdominal sentado no banco com joelhos ao peito","media_cde3619970c8c5aa12cd","gifs/Exercícios sem marca d'água/Perna sentada no banco puxada para dentro.gif","fb32c0ee37489130ae34cd69b29d682c47544655079c67fec23670be8581fa05","MIGRADO_FONTE_REVISADA"
"Encolhimento de ombros com barra","media_3bf852fb5d393017c6f7","gifs/trapézio/Encolher de ombros com barra.gif","4a962d7a8473089513ec8ece424529ede8f31f5302e9ff81c1fad98dcc8ebb45","SEM_FONTE_REVISADA"
"Encolhimento de ombros com barra","media_6e8a4181e0592047c294","gifs/Exercícios sem marca d'água/Encolhimento de ombros com barra.gif","d15ed817178f52b201db952835efb97793a731ac236ae42902a23b83b885fdba","MIGRADO_FONTE_REVISADA"
"Elevação de joelhos deitado","media_3d0a7039d00a5ef74406","gifs/Exercícios sem marca d'água/Deitado, joelho levantado.gif","e9fa3735f1e774a6566bd3a5cf24d8d994450a13db870c7f100b680a7cc2739b","MIGRADO_FONTE_REVISADA"
"Elevação de joelhos deitado","media_541ebc3f3c283bacb104","gifs/abdominais/Deitado, joelho levantado - Variação 3.gif","91dea921bffc2d9535592b64307fef7f62b2c83903dde8a7e4a7d3cdf903e123","SEM_FONTE_REVISADA"
"Rosca Scott com halteres","media_3d58f1e842babfa309b4","gifs/biceps/Two com halteres preacher rosca.gif","be3cc3b518436e17c9b4dd087d8225837abc0d1569a6f4a3a7cb937b50ac99ae","SEM_FONTE_REVISADA"
"Rosca Scott com halteres","media_879ec42b4f9065b8f003","gifs/Exercícios sem marca d'água/Onda de pregador com halteres.gif","c53085f0e6891e322d1f388724cfbcfafdb4904b81e1f600bcfd954db4653bc0","MIGRADO_FONTE_REVISADA"
"Agachamento hack reverso","media_3d65500f975cea8c0c21","gifs/Exercícios sem marca d'água/Agachamento hack reverso.gif","e11dce41415b083e36a63b3d9299b9597e149d0fc464205ccc59e2c529a40d5a","MIGRADO_FONTE_REVISADA"
"Agachamento hack reverso","media_dbf0a1de4254674e5693","gifs/perna/Agachamento hack reverso.gif","532fd8b4b9dd4402f50bd77600f05b09873fc346da5ef348e2283c73c270a4e2","SEM_FONTE_REVISADA"
"Remada alta com barra EZ","media_3d8c9f09c82d663dd52a","gifs/Exercícios sem marca d'água/Remada alta da barra ez.gif","ed179b4729f5763629695eb8dea3ae7b47fa010c580da78b103f096f2e0e49db","MIGRADO_FONTE_REVISADA"
"Remada alta com barra EZ","media_80f2003ca5e062b72794","gifs/trapézio/Remada alta da barra ez - Variação 2.gif","8d45b54bf3a1afb34a88e2c0f329ad0c66917dfe526092ca8856950353953482","SEM_FONTE_REVISADA"
"Tríceps na polia","media_3f819029554bb4436461","gifs/Exercícios sem marca d'água/Empurrar para baixo.gif","48b70b758b1039bffc5dbc1daf6f58de5e818bb51e36ac0d4eca30752df29de2","MIGRADO_FONTE_REVISADA"
"Tríceps na polia","media_f55f0a96e3259e77c1d6","gifs/tríceps/Band skull crusher.gif","8b21848ba996f682193445467da6870ace7f0c69dd4968ab4c144d07637031d0","SEM_FONTE_REVISADA"
"Bicicleta ergométrica","media_43eb9dc40f4929c45699","gifs/cardio/Bicicleta ergométrica.gif","44a10c3fbb041e3475c7399a88fe43658a4963927f640862850f51c00025dbaf","SEM_FONTE_REVISADA"
"Bicicleta ergométrica","media_ef407b9761897c2cc114","gifs/Exercícios sem marca d'água/Bicicleta.gif","a5e5955f511d92b2e65ae7912c4ccc08b85ba2643f232325be250027053a0745","MIGRADO_FONTE_REVISADA"
"Remada landmine unilateral","media_43f45c654ebaccf9240b","gifs/costas/Remada da barra t.gif","0ba70c09e7fc33ac0296010d867eb6b42ce6f1a2ab1976e9da4e47d3a129cd2c","SEM_FONTE_REVISADA"
"Remada landmine unilateral","media_ff1549446f145f43ed94","gifs/Exercícios sem marca d'água/Remada landmine de um braço.gif","1a1c5307987718104677cff3e2586f12323fa20a539eeb08db53836bb06bfd4e","MIGRADO_FONTE_REVISADA"
"Elevação lateral com halteres","media_4465405e7809b638e2a1","gifs/ombros/Elevação frontal da placa de peso - Variação 5.gif","f3e7fcd7c8c4eac778411de795da2bf6237a6e18bf9bb4e2a3683c2c95e5581c","SEM_FONTE_REVISADA"
"Elevação lateral com halteres","media_c6ce58984b229dd1a1f7","gifs/Exercícios sem marca d'água/Elevação lateral com halteres.gif","f48d46e8485a3c2d8c6d9ef89301b0c8ea5ffaf81c2eb5486d353fde85ead408","MIGRADO_FONTE_REVISADA"
"Abdução de quadril na máquina","media_447a9f38e00f1ea93d14","gifs/Exercícios sem marca d'água/Máquina de abdução de quadril.gif","fcad793420eab4bd92741c0d233c520d1aebd3dbb1cacc54565aaf490df578c5","MIGRADO_FONTE_REVISADA"
"Abdução de quadril na máquina","media_460afc167576f2dd8ffa","gifs/glúteos/Máquina de abdução de quadril.gif","ee47823fd3962271ebe0044e92e936473da71cddb9904bb4da2d88e08bfb33a9","SEM_FONTE_REVISADA"
"Supino declinado na máquina","media_46694e0eabb29c027c3b","gifs/Exercícios sem marca d'água/Declínio na máquina, supino.gif","5aa8a9e4eb4eecf45505118b061e8e23e42cf72d7d1ec74fd29c612ed7335195","MIGRADO_FONTE_REVISADA"
"Supino declinado na máquina","media_e7624d994ae29e4cda16","gifs/peitoral/Supino declinado na máquina.gif","45b3aecd5813fef32ae8d23a715dd42e0a1867512d6f213d4fe3883ee24cdc2d","SEM_FONTE_REVISADA"
"Prancha reversa","media_46c81ef07cd292879b35","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/004_prancha_invertida.gif","dbee07ca9fce91fd86b1a069f00099d533d5b622e22d057a05e19e4c8c55be6e","MIGRADO_FONTE_REVISADA"
"Prancha reversa","media_a347a54f303cebbf8cea","gifs/abdominais/Levantamento de perna de prancha.gif","8bc8df93d8948915c512157ae079f628bb429a8315b4d58e737e0ac81387b8fe","SEM_FONTE_REVISADA"
"Elevação de panturrilhas sentado com barra","media_497ea238f2e06028b467","gifs/perna/Agachamento com barra.gif","c8785ee15bcc7c1a0704e99b1b2e6db0850396436650ed92c66a51fbba45ef1e","SEM_FONTE_REVISADA"
"Elevação de panturrilhas sentado com barra","media_e33ff75c8986a659aa70","gifs/Exercícios sem marca d'água/Panturrilha sentada com barra.gif","c33627fcfd2982866d0ed81c8bf5a1d50a911ad82f2be09de766e0d853f304d9","MIGRADO_FONTE_REVISADA"
"Puxada unilateral na polia alta","media_4ae7fcedd3acbf99d39f","gifs/Exercícios sem marca d'água/Cabo um braço pulldown lat.gif","74e1636d7034dbf5c5b5c4e4aa5d0ffedcc47e10201ac214a6d5b43bbf4baba9","MIGRADO_FONTE_REVISADA"
"Puxada unilateral na polia alta","media_baa2722717487d8e84d4","gifs/costas/Cabo um braço pulldown lat.gif","83202fe3d79cc23280d80c23c0ed3a6463eb7eb2377decac268aef9e6ca868f1","SEM_FONTE_REVISADA"
"Remada alta com halteres","media_4b8d72f99bd19a655b8a","gifs/trapézio/Encolher de ombros com halteres - Variação 2.gif","d76d1504720d847c1737ed648ed7a59a6334e306d8053cd2e72f88b2fa02f778","SEM_FONTE_REVISADA"
"Remada alta com halteres","media_8b5fce84f47199457b0c","gifs/ombros/Remada alta com halteres - Variação 3.gif","48c6663aa92b69fa9eb22cf45c0e37608aa384011c21da5a3dc9997748f56ad5","SEM_FONTE_REVISADA"
"Remada alta com halteres","media_ae194179e9185f759270","gifs/Exercícios sem marca d'água/Levantamento de halteres.gif","2c0cce0e93fc2f83523753a8c9919d76f34530e193e1e7e6157f9b85d3c6c053","MIGRADO_FONTE_REVISADA"
"Abdominal reverso","media_4bf0f198cbc3fdac28da","gifs/Exercícios sem marca d'água/Abdominal reverso.gif","62990ff6e893b0070d4e24a703a6c1d0c5c08883e29f83daaa691d1b6ee7e7d3","MIGRADO_FONTE_REVISADA"
"Abdominal reverso","media_b4ccce0d430ca7cc0d33","gifs/abdominais/Abdominal reversa.gif","6bed6d714431d530c62a97d08f832cec5f894ce9a518bad5a421849290dffa17","SEM_FONTE_REVISADA"
"Agachamento frontal com barra","media_4e6468a658481a45541b","gifs/Exercícios sem marca d'água/Agachamento frontal com barra.gif","103d7615fc3fdee08283833d21e0a88f8dbc40c7a3501528ca5f53aa427e4f51","MIGRADO_FONTE_REVISADA"
"Agachamento frontal com barra","media_64d0aec113a93ec1cdf1","gifs/perna/Em pé leg rosca with resistance band - Variação 2.gif","2e645b8bae45339c94f9c70a9c1e878c3579f6453503702abd8ec2f4c669eeb1","SEM_FONTE_REVISADA"
"Flexão de braços","media_4ee02330e3762d5a169f","gifs/Exercícios sem marca d'água/Empurrar para cima.gif","890aa64aef70bb5cc01064987efd80e7822b480df0e79628982f21448485835e","MIGRADO_FONTE_REVISADA"
"Flexão de braços","media_7a521567896c1987f95d","gifs/flexão de braços.gif","b78830fde349c9110775daf2f74ba42cbd23a09fe826dd1da60e2c9252cca93b","SEM_FONTE_REVISADA"
